id,text,label
1019493184,呵呵，阴跌开启，又回到18快,0
1126377532,不陪你玩了，走人，下跌通道打开了。,0
757454726,光脚阴线，明天继续跌了,0
1248326178,三只大乌鸦，还要大跌,0
791576723,下周，低开，继续暴跌,0
937330522,托单太多，还要跌,0
789326823,预言一下，明天继续这样小跌。开启阴跌模式……垃圾呀,0
1380338454,还没爹够，继续跌,0
1365787732,铁公鸡，快回头下行。。。,0
1210514130,涨这点真是要了你的命啊。明天暴跌。,0
949988909,下午破13，暴跌开始了,0
824043231,不要收了，赶紧跌吧！一直跌,0
1227333423,明天继续下跌，唉。,0
890496186,别高兴，下周继续阴跌，别不相信！,0
845464780,快乐的跳水，黑周四，永远是这样的，下午跳水,0
1206202494,托单必跌。,0
213173271,***判断：低开大跌暴跌了啊哈,0
550983515,诱开启慢慢下跌路，短期看到8*5,0
762332864,明天继续跌，跟它主子一起下跌！！！,0
1215319235,托单太多了还得跌,0
1125360700,，九阴白骨爪都比不过你，！跌破年线，干脆跌停！上涨没力，下跌,0
1006889252,估计还要跌！阴跌模式开启！,0
1014793442,下跌通道啊……跌破趋势就跑吧！,0
903527059,尾盘肯定暴跌巨大阴线！！！,0
117155328,又开始漫长的下跌路,0
821433671,哈哈，即将显露下跌的原形,0
958459680,明天大跌开启，14元等你。别装了，下来是迟早的事。,0
1108575545,快抛！快抛！，大跌了，明天还会大跌的！信不信由你！,0
726258510,明天大跌来了！长长的上影线！,0
903523840,尾盘肯定跌停 巨大阴线！！！,0
1351405209,托单必跌！,0
1212295006,眼瞎了哦，买入只会就开始瀑布式下跌,0
1314167403,垃圾，向上的压力太大了，还是往下吧。,0
153287364,跟昨天的走势一样!下午继续跌,0
1230973442,这股完了继续下行。,0
1121415182,快抛啊，马上大跌！！！信不信由你！！！,0
899651420,尾盘肯定崩盘跌停大阴线了 崩盘跌停大阴线啦 崩盘跌停大阴线啦,0
1168590266,明天必跌，不服的试试看，决策错误，被深套,0
791582905,断头闸刀，还要暴跌,0
119653410,诱多明显.高开低走.中阴,0
963117218,肯定又是暴跌 跌停 大阴线 暴跌 跌停 大阴线,0
1124746413,别在忽悠散户了，赶紧大阴线破位吧！,0
79956798,短期下跌目标17.00元,0
1286560843,着了，明天估计要跌哦！欧洲暴跌,0
1103790314,千万别买，17.40那又大量买单，今天大跌。每天阴跌股。,0
1196304219,下跌先锋，上涨失踪。渣股！,0
901946669,收到罚单，今日要跌,0
957428076,完蛋了，明天又要跌啊,0
1213001930,要进入11元时代了，呵呵，一路狂奔下跌呀,0
1014638926,平安银行，跳水，绿青蛙。趋势向下的。绿青蛙必须的,0
806346883,6月15的跌空缺口，亚历山大，快跑，要大爹了,0
1185414154,明天继续跌，破14见13,0
1322548774,拖单大必跌。,0
906204344,今天肯定暴跌收大阴线无疑了,0
875436689,哈哈，继续跌,0
733577468,下周继续跌，见10.80元。,0
787772294,明天继续跌尼玛正数跌完了跌到负数吧,0
621309284,开盘必跌呀哎,0
1040808442,跌死你丫的，明天继续跌,0
1375612415,牛逼，板块升，你跌，板块跌，你跌得更凶，结论，要走独立下跌行情。,0
757446346,一根大阴线下穿四条均线，死亡的节奏不便,0
1076436369,今天大跌，明天继续跌,0
1007299985,高开就卖！最后清仓！因为平安也不一定平安！必须补跌！坐等暴跌！,0
979750140,马上大跌了,0
1371265860,能不能痛痛快快来个跌停？不要这样10分8分的阴跌不停,0
783265841,本周又开启下跌之路了,0
1054143911,这不是个好兆头月线周线下跌趋势这波反弹是大跌前兆啊,0
1205793687,牛逼，又要单边下跌,0
787687808,下午将进入阴跌模式！,0
1168257268,都是托单，还不跑，明天应该惯性下跌，招行没带好头,0
1265905576,元旦后开盘要跟着招行一起暴跌了，招行高位星星，马上大阴线,0
1109060591,快抛啊，马上大跌！！！快17.88抛！快！,0
1092636350,周一，此股要跌了,0
877673785,看来要大跌了！,0
1196309924,完蛋了，明天黑色星期四还得跌,0
1259648920,大家快跑，缺口补了，要大跌,0
782957733,明天大跌，今天涨多少明天就会跌多少。,0
1111323091,快抛啊，马上大跌！！！快、快、快。,0
944835647,别磨叽了，迟早都要跌停,0
1264963504,高位上影线，后面一路暴跌了,0
770253197,大家不要接啊，你接的话，还会继续往下狂泻！,0
1146396308,黑色星期五，大跌一分！,0
1148395707,你逃命了没，马上大跌！！！,0
959516371,完了，中报业绩出来了，同比下降，完犊子，将开起新一轮下跌，估计明天跑都跑不了！,0
1215669138,诱多，完事继续跌。,0
952648738,下午有一波大跌行情,0
770109264,下跌通道已打开，有反弹见好就收，下跌目标位2200点左右！,0
1205090176,垃圾，又是高开低走埋人行情,0
760482573,阴包阳，必跌！,0
839003837,开启新一轮阴跌模式，坑爹啊,0
1346057223,这咋跟上证一个走势，一个大绿棒子,0
780917008,三只乌鸦，后市持续下跌！,0
1145091928,这么多托单！还要大跌。,0
924649123,快下来吧，不到目标价坚决不进去,0
1343458897,又是一个大跌。。。明天还会继续跌！,0
611603283,今天是平安银行逃命点，缩量、下跌趋势开启，不逃命将被套一年,0
1104072337,这股月线看要加速下跌到14,0
755472881,提前五分种、暴跌开始,0
888169806,明天继续跌，别安慰自己了，从哪方面分析都是跌,0
746360872,日了狗了，出这么大利空，明天集合竟价卖出，还要暴跌,0
1287402318,平安巨坑，一路向下,0
798611621,下午直线跳水！！！！！！！！上午诱多，下午跳水，又套一批，,0
776668931,还得大跌,0
1017113788,下午暴跌。,0
885665798,小双头，下跌开始!,0
1151016002,要跌停啊,0
901497695,尾盘肯定跌停 跌停 尾盘跌停 跌停跌停 哈哈哈哈哈哈哈哈,0
1354825583,下周又继续跌,0
831952078,明天黑周四！跌主旋律,0
108525184,周四还得大跌,0
1127614128,马上大跌！,0
903129353,肯定暴跌 跌停 肯定暴跌 跌停 肯定暴跌 跌停 肯定暴跌 跌,0
104416901,大盘要持续下跌，今天尾盘继续下杀,0
1128167816,等会大跌三个点！不要抄底。,0
834254975,今天要跌停啊,0
894631169,下来吧别装了。2点半大跳水,0
811555145,看趋势要大跌了,0
1343651283,下有托单，必跌。,0
798775920,估计，今日大盘特大跌、跌、跌、跌。。跌下2475，恐怖预感，快跑。。。。,0
1017724013,快点卖，明天大跌，,0
952310459,指数诱多，平安银行下午给指数一起大跳水,0
947533116,有托单必跌无疑的,0
115610486,放量滞涨，大跌的信号。,0
777394500,暴跌又开始了 跌,0
1141091075,上引线，下周必跌,0
809072914,垃圾股飞天，大跌的预兆,0
787682575,下午破2500！平安破10！跑跑跑跑,0
1213802104,继续高开一点走低，，下跌走势短期继续看跌,0
1280880284,完啦，下午要大跌啦！没好啦！快跑吧，跑慢了砍胳膊砍腿了，快快快快跑啊！！！！！,0
1150089018,又要大跌,0
888109371,有票的赶快走，此后将进入长期下跌周期,0
1161510324,拉尾盘，明天暴跌,0
960550398,今天这根避雷针很直溜，又要阴跌几天了,0
952636709,平安银行，周二你不是对倒诱多的很欢吗？周三送你一个绿青蛙！跳水,0
1135829049,"主力出货还没有完,出完立跌16",0
890026705,尾盘诱多反抽，周四继续下跌并重挫。淡定观看跳水,0
905806884,快卖，下周大跌。,0
888515992,下跌趋势，已成，还有大跌！~,0
1119399610,既然涨不了，那就暴跌啊，的，天天阴跌,0
922710465,经典的黑周四！周三下午跌，周四大跳水,0
779088265,本周又开启了下跌之路,0
878276979,下午大盘指数一片绿色环保！下午大跳水！,0
698379428,下周还会下跌。不要买了,0
114315056,下午就得大跌！,0
1123334358,装什么B，今天继续跌,0
1206812567,周一继续跌,0
878296336,跑啊，明天一样大跌,0
829670550,无量反抽诱多，都知道要跳水，快乐的观看跳水表演！下午跳水,0
1214866739,下跌通道，谁进谁套,0
1117158567,这种走法不出意料明天要跌了哈哈，惨啊,0
1308099444,经典图形:反抽五日线回落，后面继续沿五日线下跌,0
117602232,快撤同志们，开跌了，这次是真下跌。,0
800092011,小心今天不破2449！明天一定破位大跌！今晚上美股大跌！明天惨！,0
949993174,今天破13.拭目以待，暴跌才刚刚开始,0
1006436941,光头光脚长阴，放量下跌！！！,0
887718611,购币平安，太垃圾了，跳空低开低走，走都走不了,0
1205640083,快跑，奔12去了，又开始下跌九转,0
777777254,垃圾！逃吧！黑周一大盘继续大跌！,0
956250881,今天没走亏大了。明天跌停,0
779543427,涨二天 本周又开启了下跌之路 悲,0
1221661896,下午开始跌下跌模式。下周跌一周,0
940607948,快跑哈！每天一个新低，我12.69全部出了，明天新低哦！,0
1227709506,快跑啊，明天补跌了,0
773606744,尾盘回到2800，明天接着跌,0
783016666,又开启下跌之路 总之跌多了涨点再往下大跌 低点越来越低 悲惨,0
1104483071,这可咋整，明天加速下跌！,0
785161397,开盘要暴跌,0
210968346,***判断：庄家又在出货周五肯定又是暴跌收大阴线无疑了哈哈哈哈,0
935462520,明天应该跳水低开！然后持续下跌,0
113017792,拉指数 诱多 下午跌 10.00,0
1193784960,哈哈，又来了，无尽的阴跌开始,0
1016031239,明天后天继续跌。,0
889494664,诱多继续跌吧,0
889896372,平安银行托单诱多，快乐的下跌吧。,0
733237364,还要暴跌，,0
